MES_REFERENCIA;VENDEDOR;SUBMARCA;META_FATURAMENTO
2025-07;VEN025;Isotônicos;45381.03
2025-07;VEN025;Cerveja Premium;47609.21
2025-07;VEN026;Energéticos;78283.93
2025-07;VEN026;Isotônicos;48416.91
2025-07;VEN026;Cerveja Premium;42654.96
2025-07;VEN027;Energéticos;87170.81
2025-07;VEN027;Isotônicos;61960.63
2025-07;VEN027;Cerveja Premium;38559.62
2025-07;VEN028;Energéticos;88359.42
2025-07;VEN028;Isotônicos;62723.14
2025-07;VEN028;Cerveja Premium;42432.2
2025-07;VEN029;Energéticos;86240.51
2025-07;VEN029;Isotônicos;56387.15
2025-07;VEN029;Cerveja Premium;46433.41
2025-07;VEN030;Energéticos;95582.41
2025-07;VEN030;Isotônicos;66575.19
2025-07;VEN030;Cerveja Premium;42213.89
2025-07;VEN031;Energéticos;91135.8
2025-07;VEN031;Isotônicos;63541.12
2025-07;VEN031;Cerveja Premium;40752.45
2025-07;VEN032;Energéticos;90778.99
2025-07;VEN032;Isotônicos;48569.16
2025-07;VEN032;Cerveja Premium;32727.72
2025-07;VEN033;Energéticos;80493.67
2025-07;VEN033;Isotônicos;52421.6
2025-07;VEN033;Cerveja Premium;56440.55
2025-07;VEN034;Energéticos;74236.25
2025-07;VEN034;Isotônicos;67312.25
2025-07;VEN034;Cerveja Premium;42406.86
2025-07;VEN035;Energéticos;76093.49
2025-07;VEN035;Isotônicos;52672.57
2025-07;VEN035;Cerveja Premium;56245.61
2025-07;VEN036;Energéticos;76984.95
2025-07;VEN036;Isotônicos;42246.78
2025-07;VEN036;Cerveja Premium;42622.06
2025-07;VEN037;Energéticos;103210.19
2025-07;VEN037;Isotônicos;51723.79
2025-07;VEN037;Cerveja Premium;35889.54
2025-07;VEN038;Energéticos;101624.92
2025-07;VEN038;Isotônicos;53506.15
2025-07;VEN038;Cerveja Premium;52319.01
2025-07;VEN039;Energéticos;97221.12
2025-07;VEN039;Isotônicos;54676.95
2025-07;VEN039;Cerveja Premium;43471.11
2025-07;VEN040;Energéticos;94187.44
2025-07;VEN040;Isotônicos;39332.88
2025-07;VEN040;Cerveja Premium;58098.69
2025-07;VEN041;Energéticos;104793.77
2025-07;VEN041;Isotônicos;64872.4
2025-07;VEN041;Cerveja Premium;51873.67
2025-07;VEN042;Energéticos;82007.17
2025-07;VEN042;Isotônicos;49361.19
2025-07;VEN042;Cerveja Premium;52134.61
2025-07;VEN043;Energéticos;70469.3
2025-07;VEN043;Isotônicos;64207.02
2025-07;VEN043;Cerveja Premium;41116.27
2025-07;VEN044;Energéticos;112851.34
2025-07;VEN044;Isotônicos;44729.29
2025-07;VEN044;Cerveja Premium;52912.63
2025-07;VEN045;Energéticos;108656.6
2025-07;VEN045;Isotônicos;53103.69
2025-07;VEN045;Cerveja Premium;50357.18
2025-07;VEN046;Energéticos;89766.33
2025-07;VEN046;Isotônicos;48503.37
2025-07;VEN046;Cerveja Premium;53087.34
2025-07;VEN047;Energéticos;73533.86
2025-07;VEN047;Isotônicos;46922.62
2025-07;VEN047;Cerveja Premium;54525.64
2025-07;VEN048;Energéticos;89021.68
2025-07;VEN048;Isotônicos;54769.29
2025-07;VEN048;Cerveja Premium;51843.31
2025-07;VEN049;Energéticos;73744.04
2025-07;VEN049;Isotônicos;57590.1
2025-07;VEN049;Cerveja Premium;39942.68
2025-07;VEN050;Energéticos;83037.96
2025-07;VEN050;Isotônicos;51948.18
2025-07;VEN050;Cerveja Premium;41547.65
2025-07;VEN051;Energéticos;88797.48
2025-07;VEN051;Isotônicos;49388.48
2025-07;VEN051;Cerveja Premium;47136.59
2025-07;VEN052;Energéticos;89828.92
2025-07;VEN052;Isotônicos;46795.25
2025-07;VEN052;Cerveja Premium;46583.45
2025-07;VEN053;Energéticos;70069.09
2025-07;VEN053;Isotônicos;61196.46
2025-07;VEN053;Cerveja Premium;51182.38
2025-07;VEN054;Energéticos;85195.86
2025-07;VEN054;Isotônicos;71743.01
2025-07;VEN054;Cerveja Premium;40385.59
2025-07;VEN055;Energéticos;77137.35
2025-07;VEN055;Isotônicos;45601.49
2025-07;VEN055;Cerveja Premium;38784.69
2025-07;VEN056;Energéticos;101962.47
2025-07;VEN056;Isotônicos;39046.95
2025-07;VEN056;Cerveja Premium;44803.27
2025-07;VEN057;Energéticos;72789.57
2025-07;VEN057;Isotônicos;61375.91
2025-07;VEN057;Cerveja Premium;38478.46
2025-07;VEN058;Energéticos;105109.96
2025-07;VEN058;Isotônicos;73500.27
2025-07;VEN058;Cerveja Premium;44959.58
2025-07;VEN059;Energéticos;95407.86
2025-07;VEN059;Isotônicos;55303.14
2025-07;VEN059;Cerveja Premium;36176.34
2025-07;VEN060;Energéticos;104014.69
2025-07;VEN060;Isotônicos;56849.26
2025-07;VEN060;Cerveja Premium;43996.55
2025-07;VEN061;Energéticos;73772.13
2025-07;VEN061;Isotônicos;45988.58
2025-07;VEN061;Cerveja Premium;34363.94
2025-07;VEN062;Energéticos;82539.98
2025-07;VEN062;Isotônicos;55443.68
2025-07;VEN062;Cerveja Premium;32107.95
2025-07;VEN063;Energéticos;69816.38
2025-07;VEN063;Isotônicos;46097.77
2025-07;VEN063;Cerveja Premium;40361.63
2025-07;VEN064;Energéticos;89291.91
2025-07;VEN064;Isotônicos;52084.1
2025-07;VEN064;Cerveja Premium;44868.0
2025-07;VEN065;Energéticos;81707.65
2025-07;VEN065;Isotônicos;66740.25
2025-07;VEN065;Cerveja Premium;40481.67
2025-07;VEN066;Energéticos;77389.34
2025-07;VEN066;Isotônicos;50113.34
2025-07;VEN066;Cerveja Premium;60460.91
2025-07;VEN067;Energéticos;83735.4
2025-07;VEN067;Isotônicos;56038.6
2025-07;VEN067;Cerveja Premium;41596.37
2025-07;VEN068;Energéticos;94320.88
2025-07;VEN068;Isotônicos;58016.27
2025-07;VEN068;Cerveja Premium;46750.94
2025-07;VEN069;Energéticos;106885.67
2025-07;VEN069;Isotônicos;64337.41
2025-07;VEN069;Cerveja Premium;45440.49
2025-07;VEN070;Energéticos;88865.17
2025-07;VEN070;Isotônicos;53932.1
2025-07;VEN070;Cerveja Premium;49410.5
2025-07;VEN071;Energéticos;84961.51
2025-07;VEN071;Isotônicos;52081.15
2025-07;VEN071;Cerveja Premium;58564.3
2025-07;VEN072;Energéticos;99402.7
2025-07;VEN072;Isotônicos;51668.72
2025-07;VEN072;Cerveja Premium;43924.48
2025-07;VEN073;Energéticos;85239.91
2025-07;VEN073;Isotônicos;46578.56
2025-07;VEN073;Cerveja Premium;34710.71
2025-07;VEN074;Energéticos;93779.52
2025-07;VEN074;Isotônicos;56132.43
2025-07;VEN074;Cerveja Premium;51640.32
2025-07;VEN075;Energéticos;79713.78
2025-07;VEN075;Isotônicos;42068.79
2025-07;VEN075;Cerveja Premium;51647.51
2025-07;VEN076;Energéticos;92662.46
2025-07;VEN076;Isotônicos;64507.42
2025-07;VEN076;Cerveja Premium;38681.32
2025-07;VEN077;Energéticos;97657.94
2025-07;VEN077;Isotônicos;42286.51
2025-07;VEN077;Cerveja Premium;52759.74
2025-07;VEN078;Energéticos;65468.63
2025-07;VEN078;Isotônicos;45045.79
2025-07;VEN078;Cerveja Premium;53620.05
2025-07;VEN079;Energéticos;90865.7
2025-07;VEN079;Isotônicos;50933.12
2025-07;VEN079;Cerveja Premium;39548.15
2025-07;VEN080;Energéticos;87296.21
2025-07;VEN080;Isotônicos;47287.1
2025-07;VEN080;Cerveja Premium;45946.33
2025-07;VEN081;Energéticos;102964.42
2025-07;VEN081;Isotônicos;50578.49
2025-07;VEN081;Cerveja Premium;46140.14
2025-07;VEN082;Energéticos;85375.0
2025-07;VEN082;Isotônicos;55484.95
2025-07;VEN082;Cerveja Premium;43341.96
2025-07;VEN083;Energéticos;78577.02
2025-07;VEN083;Isotônicos;43271.42
2025-07;VEN083;Cerveja Premium;50743.41
2025-07;VEN084;Energéticos;86706.09
2025-07;VEN084;Isotônicos;63102.34
2025-07;VEN084;Cerveja Premium;47297.43
2025-07;VEN085;Energéticos;86849.19
2025-07;VEN085;Isotônicos;52946.41
2025-07;VEN085;Cerveja Premium;51487.19
2025-07;VEN086;Energéticos;71878.09
2025-07;VEN086;Isotônicos;61099.77
2025-07;VEN086;Cerveja Premium;39224.03
2025-07;VEN087;Energéticos;103024.1
2025-07;VEN087;Isotônicos;35736.46
2025-07;VEN087;Cerveja Premium;56325.31
2025-07;VEN088;Energéticos;66587.23
2025-07;VEN088;Isotônicos;42589.79
2025-07;VEN088;Cerveja Premium;49263.73
2025-07;VEN089;Energéticos;87516.29
2025-07;VEN089;Isotônicos;63194.11
2025-07;VEN089;Cerveja Premium;43007.48
2025-07;VEN090;Energéticos;93067.59
2025-07;VEN090;Isotônicos;49190.18
2025-07;VEN090;Cerveja Premium;42600.1
2025-07;VEN091;Energéticos;91356.39
2025-07;VEN091;Isotônicos;60732.0
2025-07;VEN091;Cerveja Premium;47076.46
2025-07;VEN092;Energéticos;75074.05
2025-07;VEN092;Isotônicos;63544.83
2025-07;VEN092;Cerveja Premium;54847.98
2025-07;VEN093;Energéticos;84720.98
2025-07;VEN093;Isotônicos;64256.04
2025-07;VEN093;Cerveja Premium;62688.92
2025-07;VEN094;Energéticos;98870.51
2025-07;VEN094;Isotônicos;50165.3
2025-07;VEN094;Cerveja Premium;51154.9
2025-07;VEN095;Energéticos;98914.33
2025-07;VEN095;Isotônicos;44916.75
2025-07;VEN095;Cerveja Premium;60014.53
2025-07;VEN096;Energéticos;79045.48
2025-07;VEN096;Isotônicos;62001.49
2025-07;VEN096;Cerveja Premium;38048.7
2025-07;VEN097;Energéticos;84112.6
2025-07;VEN097;Isotônicos;50088.58
2025-07;VEN097;Cerveja Premium;41138.08
2025-07;VEN098;Energéticos;70512.92
2025-07;VEN098;Isotônicos;59990.56
2025-07;VEN098;Cerveja Premium;43398.29
2025-07;VEN099;Energéticos;117438.91
2025-07;VEN099;Isotônicos;61163.11
2025-07;VEN099;Cerveja Premium;57456.41
2025-07;VEN100;Energéticos;87662.46
2025-07;VEN100;Isotônicos;50197.49
2025-07;VEN100;Cerveja Premium;47317.05
2025-08;VEN001;Energéticos;69360.5
2025-08;VEN001;Isotônicos;42564.2
2025-08;VEN001;Cerveja Premium;41344.8
2025-08;VEN002;Energéticos;79103.09
2025-08;VEN002;Isotônicos;67276.74
2025-08;VEN002;Cerveja Premium;52087.08
2025-08;VEN003;Energéticos;77470.55
2025-08;VEN003;Isotônicos;60955.23
2025-08;VEN003;Cerveja Premium;37182.03
2025-08;VEN004;Energéticos;76006.57
2025-08;VEN004;Isotônicos;59597.1
2025-08;VEN004;Cerveja Premium;57800.55
2025-08;VEN005;Energéticos;74830.55
2025-08;VEN005;Isotônicos;58843.9
2025-08;VEN005;Cerveja Premium;44437.24
2025-08;VEN006;Energéticos;74902.53
2025-08;VEN006;Isotônicos;66311.83
2025-08;VEN006;Cerveja Premium;41806.68
2025-08;VEN007;Energéticos;82672.95
2025-08;VEN007;Isotônicos;54177.04
2025-08;VEN007;Cerveja Premium;44774.0
2025-08;VEN008;Energéticos;71966.79
2025-08;VEN008;Isotônicos;43339.4
2025-08;VEN008;Cerveja Premium;49191.13
2025-08;VEN009;Energéticos;76629.45
2025-08;VEN009;Isotônicos;63916.32
2025-08;VEN009;Cerveja Premium;30903.33
2025-08;VEN010;Energéticos;88919.82
2025-08;VEN010;Isotônicos;51374.38
2025-08;VEN010;Cerveja Premium;47511.54
2025-08;VEN011;Energéticos;96241.4
2025-08;VEN011;Isotônicos;52754.75
2025-08;VEN011;Cerveja Premium;36006.17
2025-08;VEN012;Energéticos;109168.23
2025-08;VEN012;Isotônicos;39414.45
2025-08;VEN012;Cerveja Premium;44746.86
2025-08;VEN013;Energéticos;101215.78
2025-08;VEN013;Isotônicos;51064.92
2025-08;VEN013;Cerveja Premium;40721.91
2025-08;VEN014;Energéticos;81675.58
2025-08;VEN014;Isotônicos;43612.13
2025-08;VEN014;Cerveja Premium;57269.51
2025-08;VEN015;Energéticos;79352.91
2025-08;VEN015;Isotônicos;55913.65
2025-08;VEN015;Cerveja Premium;53781.89
2025-08;VEN016;Energéticos;85408.86
2025-08;VEN016;Isotônicos;43300.33
2025-08;VEN016;Cerveja Premium;42699.79
2025-08;VEN017;Energéticos;88388.48
2025-08;VEN017;Isotônicos;58889.49
2025-08;VEN017;Cerveja Premium;43356.57
2025-08;VEN018;Energéticos;85777.19
2025-08;VEN018;Isotônicos;64195.09
2025-08;VEN018;Cerveja Premium;57726.67
2025-08;VEN019;Energéticos;77726.11
2025-08;VEN019;Isotônicos;65597.59
2025-08;VEN019;Cerveja Premium;66019.71
2025-08;VEN020;Energéticos;82979.04
2025-08;VEN020;Isotônicos;68430.81
2025-08;VEN020;Cerveja Premium;52338.65
2025-08;VEN021;Energéticos;71351.55
2025-08;VEN021;Isotônicos;55506.85
2025-08;VEN021;Cerveja Premium;47621.86
2025-08;VEN022;Energéticos;92501.04
2025-08;VEN022;Isotônicos;43385.18
2025-08;VEN022;Cerveja Premium;42041.24
2025-08;VEN023;Energéticos;77829.47
2025-08;VEN023;Isotônicos;48561.94
2025-08;VEN023;Cerveja Premium;49014.13
2025-08;VEN024;Energéticos;88532.51
2025-08;VEN024;Isotônicos;55604.43
2025-08;VEN024;Cerveja Premium;33853.93
2025-08;VEN025;Energéticos;104147.32
2025-08;VEN025;Isotônicos;44544.39
2025-08;VEN025;Cerveja Premium;43199.6
2025-08;VEN026;Energéticos;93405.93
2025-08;VEN026;Isotônicos;46268.61
2025-08;VEN026;Cerveja Premium;58802.04
2025-08;VEN027;Energéticos;97719.91
2025-08;VEN027;Isotônicos;51167.78
2025-08;VEN027;Cerveja Premium;54144.21
2025-08;VEN028;Energéticos;83013.4
2025-08;VEN028;Isotônicos;56463.21
2025-08;VEN028;Cerveja Premium;36794.17
2025-08;VEN029;Energéticos;104708.35
2025-08;VEN029;Isotônicos;49089.41
2025-08;VEN029;Cerveja Premium;55798.13
2025-08;VEN030;Energéticos;91798.4
2025-08;VEN030;Isotônicos;62894.12
2025-08;VEN030;Cerveja Premium;57108.68
2025-08;VEN031;Energéticos;88768.62
2025-08;VEN031;Isotônicos;63017.0
2025-08;VEN031;Cerveja Premium;38576.81
2025-08;VEN032;Energéticos;81156.81
2025-08;VEN032;Isotônicos;47881.79
2025-08;VEN032;Cerveja Premium;43457.94
2025-08;VEN033;Energéticos;83596.17
2025-08;VEN033;Isotônicos;61716.45
2025-08;VEN033;Cerveja Premium;46317.76
2025-08;VEN034;Energéticos;90598.67
2025-08;VEN034;Isotônicos;57257.2
2025-08;VEN034;Cerveja Premium;49939.92
2025-08;VEN035;Energéticos;84843.08
2025-08;VEN035;Isotônicos;53858.48
2025-08;VEN035;Cerveja Premium;53813.05
2025-08;VEN036;Energéticos;88744.4
2025-08;VEN036;Isotônicos;43728.98
2025-08;VEN036;Cerveja Premium;45153.03
2025-08;VEN037;Energéticos;82289.36
2025-08;VEN037;Isotônicos;55644.99
2025-08;VEN037;Cerveja Premium;49929.02
2025-08;VEN038;Energéticos;90259.15
2025-08;VEN038;Isotônicos;67000.04
2025-08;VEN038;Cerveja Premium;50062.05
2025-08;VEN039;Energéticos;94986.51
2025-08;VEN039;Isotônicos;43322.02
2025-08;VEN039;Cerveja Premium;42586.26
2025-08;VEN040;Energéticos;100110.54
2025-08;VEN040;Isotônicos;54780.63
2025-08;VEN040;Cerveja Premium;49839.55
2025-08;VEN041;Energéticos;92245.86
2025-08;VEN041;Isotônicos;67903.55
2025-08;VEN041;Cerveja Premium;57312.27
2025-08;VEN042;Energéticos;112711.15
2025-08;VEN042;Isotônicos;46427.46
2025-08;VEN042;Cerveja Premium;39234.96
2025-08;VEN043;Energéticos;96776.4
2025-08;VEN043;Isotônicos;65226.13
2025-08;VEN043;Cerveja Premium;41463.96
2025-08;VEN044;Energéticos;115408.26
2025-08;VEN044;Isotônicos;42898.39
2025-08;VEN044;Cerveja Premium;47902.59
2025-08;VEN045;Energéticos;95881.98
2025-08;VEN045;Isotônicos;47710.72
2025-08;VEN045;Cerveja Premium;55682.5
2025-08;VEN046;Energéticos;97857.74
2025-08;VEN046;Isotônicos;56498.05
2025-08;VEN046;Cerveja Premium;54661.31
2025-08;VEN047;Energéticos;79996.48
2025-08;VEN047;Isotônicos;39656.84
2025-08;VEN047;Cerveja Premium;43297.85
2025-08;VEN048;Energéticos;97045.18
2025-08;VEN048;Isotônicos;53579.75
2025-08;VEN048;Cerveja Premium;54004.31
2025-08;VEN049;Energéticos;81427.73
2025-08;VEN049;Isotônicos;60246.61
2025-08;VEN049;Cerveja Premium;33218.87
2025-08;VEN050;Energéticos;98459.82
2025-08;VEN050;Isotônicos;47277.8
2025-08;VEN050;Cerveja Premium;34604.15
2025-08;VEN051;Energéticos;79070.98
2025-08;VEN051;Isotônicos;52721.73
2025-08;VEN051;Cerveja Premium;52223.15
2025-08;VEN052;Energéticos;68585.86
2025-08;VEN052;Isotônicos;48888.16
2025-08;VEN052;Cerveja Premium;52895.12
2025-08;VEN053;Energéticos;60443.58
2025-08;VEN053;Isotônicos;57468.79
2025-08;VEN053;Cerveja Premium;47272.81
2025-08;VEN054;Energéticos;92977.16
2025-08;VEN054;Isotônicos;64169.59
2025-08;VEN054;Cerveja Premium;35677.88
2025-08;VEN055;Energéticos;91133.7
2025-08;VEN055;Isotônicos;47228.77
2025-08;VEN055;Cerveja Premium;43492.22
2025-08;VEN056;Energéticos;86214.1
2025-08;VEN056;Isotônicos;56133.57
2025-08;VEN056;Cerveja Premium;40090.41
2025-08;VEN057;Energéticos;85312.52
2025-08;VEN057;Isotônicos;45783.0
2025-08;VEN057;Cerveja Premium;28371.6
2025-08;VEN058;Energéticos;106326.56
2025-08;VEN058;Isotônicos;72385.74
2025-08;VEN058;Cerveja Premium;50051.94
2025-08;VEN059;Energéticos;85042.67
2025-08;VEN059;Isotônicos;50591.69
2025-08;VEN059;Cerveja Premium;37650.22
2025-08;VEN060;Energéticos;107625.49
2025-08;VEN060;Isotônicos;44988.36
2025-08;VEN060;Cerveja Premium;35084.22
2025-08;VEN061;Energéticos;80522.42
2025-08;VEN061;Isotônicos;48190.96
2025-08;VEN061;Cerveja Premium;41897.18
2025-08;VEN062;Energéticos;95834.56
2025-08;VEN062;Isotônicos;56396.86
2025-08;VEN062;Cerveja Premium;46336.11
2025-08;VEN063;Energéticos;84087.05
2025-08;VEN063;Isotônicos;45383.01
2025-08;VEN063;Cerveja Premium;48074.06
2025-08;VEN064;Energéticos;77473.91
2025-08;VEN064;Isotônicos;54143.1
2025-08;VEN064;Cerveja Premium;52794.52
2025-08;VEN065;Energéticos;75621.95
2025-08;VEN065;Isotônicos;70254.94
2025-08;VEN065;Cerveja Premium;43743.7
2025-08;VEN066;Energéticos;94916.56
2025-08;VEN066;Isotônicos;46244.14
2025-08;VEN066;Cerveja Premium;61720.13
2025-08;VEN067;Energéticos;99440.08
2025-08;VEN067;Isotônicos;54773.86
2025-08;VEN067;Cerveja Premium;44026.33
2025-08;VEN068;Energéticos;84426.02
2025-08;VEN068;Isotônicos;56431.4
2025-08;VEN068;Cerveja Premium;43410.31
2025-08;VEN069;Energéticos;83440.05
2025-08;VEN069;Isotônicos;57888.67
2025-08;VEN069;Cerveja Premium;42425.22
2025-08;VEN070;Energéticos;72843.43
2025-08;VEN070;Isotônicos;61783.72
2025-08;VEN070;Cerveja Premium;42767.45
2025-08;VEN071;Energéticos;89546.38
2025-08;VEN071;Isotônicos;47021.97
2025-08;VEN071;Cerveja Premium;45002.94
2025-08;VEN072;Energéticos;79692.63
2025-08;VEN072;Isotônicos;58340.97
2025-08;VEN072;Cerveja Premium;52923.12
2025-08;VEN073;Energéticos;93722.65
2025-08;VEN073;Isotônicos;45298.71
2025-08;VEN073;Cerveja Premium;42393.58
2025-08;VEN074;Energéticos;100981.41
2025-08;VEN074;Isotônicos;43947.31
2025-08;VEN074;Cerveja Premium;52102.01
2025-08;VEN075;Energéticos;81697.1
2025-08;VEN075;Isotônicos;52533.94
2025-08;VEN075;Cerveja Premium;51396.21
2025-08;VEN076;Energéticos;82746.57
2025-08;VEN076;Isotônicos;66017.84
2025-08;VEN076;Cerveja Premium;45158.92
2025-08;VEN077;Energéticos;87159.37
2025-08;VEN077;Isotônicos;60319.47
2025-08;VEN077;Cerveja Premium;51807.69
2025-08;VEN078;Energéticos;70065.51
2025-08;VEN078;Isotônicos;40997.09
2025-08;VEN078;Cerveja Premium;55415.45
2025-08;VEN079;Energéticos;96507.26
2025-08;VEN079;Isotônicos;55310.48
2025-08;VEN079;Cerveja Premium;40927.19
2025-08;VEN080;Energéticos;99626.99
2025-08;VEN080;Isotônicos;51380.42
2025-08;VEN080;Cerveja Premium;46939.19
2025-08;VEN081;Energéticos;75697.64
2025-08;VEN081;Isotônicos;54373.99
2025-08;VEN081;Cerveja Premium;44297.46
2025-08;VEN082;Energéticos;85255.6
2025-08;VEN082;Isotônicos;60156.53
2025-08;VEN082;Cerveja Premium;36005.01
2025-08;VEN083;Energéticos;68547.94
2025-08;VEN083;Isotônicos;39620.72
2025-08;VEN083;Cerveja Premium;49808.9
2025-08;VEN084;Energéticos;90156.92
2025-08;VEN084;Isotônicos;54070.57
2025-08;VEN084;Cerveja Premium;51918.95
2025-08;VEN085;Energéticos;106826.72
2025-08;VEN085;Isotônicos;69287.87
2025-08;VEN085;Cerveja Premium;47309.35
2025-08;VEN086;Energéticos;77725.65
2025-08;VEN086;Isotônicos;55343.91
2025-08;VEN086;Cerveja Premium;43340.0
2025-08;VEN087;Energéticos;79137.1
2025-08;VEN087;Isotônicos;35219.75
2025-08;VEN087;Cerveja Premium;44275.48
2025-08;VEN088;Energéticos;81348.16
2025-08;VEN088;Isotônicos;46966.45
2025-08;VEN088;Cerveja Premium;59562.44
2025-08;VEN089;Energéticos;87709.48
2025-08;VEN089;Isotônicos;53095.9
2025-08;VEN089;Cerveja Premium;46217.73
2025-08;VEN090;Energéticos;94252.91
2025-08;VEN090;Isotônicos;61219.28
2025-08;VEN090;Cerveja Premium;56230.28
2025-08;VEN091;Energéticos;84605.85
2025-08;VEN091;Isotônicos;62894.67
2025-08;VEN091;Cerveja Premium;42103.73
2025-08;VEN092;Energéticos;84411.78
2025-08;VEN092;Isotônicos;44575.3
2025-08;VEN092;Cerveja Premium;41541.85
2025-08;VEN093;Energéticos;65895.36
2025-08;VEN093;Isotônicos;60436.41
2025-08;VEN093;Cerveja Premium;65210.09
2025-08;VEN094;Energéticos;78145.92
2025-08;VEN094;Isotônicos;58699.24
2025-08;VEN094;Cerveja Premium;43699.95
2025-08;VEN095;Energéticos;99966.19
2025-08;VEN095;Isotônicos;59804.27
2025-08;VEN095;Cerveja Premium;46362.82
2025-08;VEN096;Energéticos;78535.66
2025-08;VEN096;Isotônicos;51878.21
2025-08;VEN096;Cerveja Premium;44293.99
2025-08;VEN097;Energéticos;82440.77
2025-08;VEN097;Isotônicos;41090.74
2025-08;VEN097;Cerveja Premium;48023.86
2025-08;VEN098;Energéticos;93166.7
2025-08;VEN098;Isotônicos;64160.28
2025-08;VEN098;Cerveja Premium;47506.66
2025-08;VEN099;Energéticos;101910.4
2025-08;VEN099;Isotônicos;46791.02
2025-08;VEN099;Cerveja Premium;45549.26
2025-08;VEN100;Energéticos;93579.98
2025-08;VEN100;Isotônicos;54128.52
2025-08;VEN100;Cerveja Premium;42834.14
2025-09;VEN001;Energéticos;82083.95
2025-09;VEN001;Isotônicos;53951.47
2025-09;VEN001;Cerveja Premium;40244.69
2025-09;VEN002;Energéticos;94968.46
2025-09;VEN002;Isotônicos;62108.43
2025-09;VEN002;Cerveja Premium;41808.59
2025-09;VEN003;Energéticos;100073.52
2025-09;VEN003;Isotônicos;69654.61
2025-09;VEN003;Cerveja Premium;41156.53
2025-09;VEN004;Energéticos;105481.19
2025-09;VEN004;Isotônicos;51638.59
2025-09;VEN004;Cerveja Premium;52868.34
2025-09;VEN005;Energéticos;70155.82
2025-09;VEN005;Isotônicos;54235.03
2025-09;VEN005;Cerveja Premium;38226.07
2025-09;VEN006;Energéticos;71451.02
2025-09;VEN006;Isotônicos;54440.66
2025-09;VEN006;Cerveja Premium;50024.0
2025-09;VEN007;Energéticos;82668.66
2025-09;VEN007;Isotônicos;43812.42
2025-09;VEN007;Cerveja Premium;49286.24
2025-09;VEN008;Energéticos;86496.29
2025-09;VEN008;Isotônicos;58048.8
2025-09;VEN008;Cerveja Premium;56691.1
2025-09;VEN009;Energéticos;97329.25
2025-09;VEN009;Isotônicos;64330.49
2025-09;VEN009;Cerveja Premium;38466.87
2025-09;VEN010;Energéticos;77169.17
2025-09;VEN010;Isotônicos;50284.68
2025-09;VEN010;Cerveja Premium;33522.39
2025-09;VEN011;Energéticos;86724.26
2025-09;VEN011;Isotônicos;53141.89
2025-09;VEN011;Cerveja Premium;46190.4
2025-09;VEN012;Energéticos;98625.09
2025-09;VEN012;Isotônicos;47138.41
2025-09;VEN012;Cerveja Premium;62624.67
2025-09;VEN013;Energéticos;100080.18
2025-09;VEN013;Isotônicos;51150.02
2025-09;VEN013;Cerveja Premium;44556.84
2025-09;VEN014;Energéticos;99694.84
2025-09;VEN014;Isotônicos;41449.43
2025-09;VEN014;Cerveja Premium;59113.91
2025-09;VEN015;Energéticos;104007.64
2025-09;VEN015;Isotônicos;59771.93
2025-09;VEN015;Cerveja Premium;51714.48
2025-09;VEN016;Energéticos;89348.36
2025-09;VEN016;Isotônicos;45046.95
2025-09;VEN016;Cerveja Premium;58831.69
2025-09;VEN017;Energéticos;112261.71
2025-09;VEN017;Isotônicos;53816.5
2025-09;VEN017;Cerveja Premium;44383.87
2025-09;VEN018;Energéticos;101816.62
2025-09;VEN018;Isotônicos;72299.11
2025-09;VEN018;Cerveja Premium;51375.19
2025-09;VEN019;Energéticos;74957.0
2025-09;VEN019;Isotônicos;64202.87
2025-09;VEN019;Cerveja Premium;44869.25
2025-09;VEN020;Energéticos;112502.59
2025-09;VEN020;Isotônicos;57926.72
2025-09;VEN020;Cerveja Premium;41019.47
2025-09;VEN021;Energéticos;90429.15
2025-09;VEN021;Isotônicos;62198.65
2025-09;VEN021;Cerveja Premium;39766.68
2025-09;VEN022;Energéticos;84260.58
2025-09;VEN022;Isotônicos;53423.65
2025-09;VEN022;Cerveja Premium;48568.49
2025-09;VEN023;Energéticos;84715.18
2025-09;VEN023;Isotônicos;51476.44
2025-09;VEN023;Cerveja Premium;51253.09
2025-09;VEN024;Energéticos;74610.53
2025-09;VEN024;Isotônicos;43844.44
2025-09;VEN024;Cerveja Premium;38981.06
2025-09;VEN025;Energéticos;89667.05
2025-09;VEN025;Isotônicos;61176.15
2025-09;VEN025;Cerveja Premium;41856.73
2025-09;VEN026;Energéticos;89919.18
2025-09;VEN026;Isotônicos;49714.9
2025-09;VEN026;Cerveja Premium;43331.07
2025-09;VEN027;Energéticos;86867.17
2025-09;VEN027;Isotônicos;47042.24
2025-09;VEN027;Cerveja Premium;38509.76
2025-09;VEN028;Energéticos;98077.03
2025-09;VEN028;Isotônicos;55092.08
2025-09;VEN028;Cerveja Premium;45703.79
2025-09;VEN029;Energéticos;95817.68
2025-09;VEN029;Isotônicos;54038.63
2025-09;VEN029;Cerveja Premium;60937.89
2025-09;VEN030;Energéticos;92099.93
2025-09;VEN030;Isotônicos;50114.79
2025-09;VEN030;Cerveja Premium;58248.37
2025-09;VEN031;Energéticos;74449.12
2025-09;VEN031;Isotônicos;54171.24
2025-09;VEN031;Cerveja Premium;39816.95
2025-09;VEN032;Energéticos;71220.7
2025-09;VEN032;Isotônicos;50890.9
2025-09;VEN032;Cerveja Premium;44337.81
2025-09;VEN033;Energéticos;81470.83
2025-09;VEN033;Isotônicos;49312.64
